         7x9E                     (7x9E.dat)                                                                                                                                        
         v2024-0915                                                                                                                                                                 
         Simulation Date: 09/27/2024                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       49.24      1.2381      0.6749      0.0309      0.0567       0.017       0.174       0.085      12.350       0.020       0.379       3.126        0.18      44655.    0.0765  
       51.14      1.2857      0.5765      0.0205      0.0457       0.013       0.140       0.056       9.950       0.016       0.251       2.572        0.18      45023.    0.0512  
       53.03      1.3334      0.3945      0.0102      0.0344       0.010       0.106       0.028       7.490       0.012       0.125       1.697        0.18      45400.    0.0238  
       54.93      1.3810      0.0048      0.0001      0.0229       0.007       0.070       0.000       4.995       0.008       0.001       0.020        0.18      45785.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       7000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1502      0.0971       0.045       0.406       0.563      33.585       0.046       2.504       7.603        0.19      45787.    0.4782  
        2.21      0.0477      0.0724      0.1498      0.0987       0.046       0.412       0.562      34.139       0.047       2.498       7.462        0.19      45853.    0.4688  
        4.43      0.0954      0.1418      0.1495      0.1005       0.047       0.420       0.560      34.778       0.047       2.492       7.308        0.19      45929.    0.4586  
        6.64      0.1431      0.2078      0.1491      0.1026       0.048       0.429       0.559      35.503       0.048       2.486       7.141        0.19      46017.    0.4476  
        8.85      0.1907      0.2702      0.1487      0.1050       0.049       0.439       0.558      36.316       0.050       2.480       6.964        0.19      46118.    0.4359  
       11.06      0.2384      0.3286      0.1483      0.1076       0.050       0.449       0.556      37.210       0.051       2.473       6.776        0.19      46232.    0.4235  
       13.28      0.2861      0.3830      0.1477      0.1104       0.051       0.461       0.554      38.176       0.052       2.464       6.581        0.20      46360.    0.4105  
       15.49      0.3338      0.4332      0.1471      0.1133       0.053       0.473       0.551      39.199       0.053       2.452       6.380        0.20      46502.    0.3971  
       17.70      0.3815      0.4792      0.1462      0.1164       0.054       0.486       0.548      40.257       0.055       2.438       6.175        0.20      46660.    0.3832  
       19.91      0.4292      0.5212      0.1451      0.1194       0.055       0.499       0.544      41.321       0.056       2.419       5.970        0.20      46833.    0.3690  
       22.13      0.4768      0.5593      0.1436      0.1224       0.057       0.511       0.538      42.353       0.058       2.395       5.766        0.20      47022.    0.3546  
       24.34      0.5245      0.5937      0.1417      0.1252       0.058       0.523       0.531      43.309       0.059       2.363       5.564        0.20      47227.    0.3400  
       26.55      0.5722      0.6248      0.1393      0.1276       0.059       0.533       0.522      44.135       0.060       2.323       5.368        0.20      47448.    0.3252  
       28.76      0.6199      0.6529      0.1363      0.1294       0.060       0.541       0.511      44.767       0.061       2.273       5.177        0.20      47685.    0.3102  
       30.98      0.6676      0.6782      0.1325      0.1305       0.061       0.545       0.497      45.130       0.062       2.210       4.994        0.20      47938.    0.2951  
       33.19      0.7153      0.7012      0.1279      0.1305       0.061       0.545       0.480      45.143       0.062       2.134       4.819        0.20      48208.    0.2798  
       35.40      0.7630      0.7221      0.1224      0.1293       0.060       0.540       0.459      44.723       0.061       2.041       4.653        0.20      48493.    0.2642  
       37.61      0.8106      0.7410      0.1158      0.1267       0.059       0.529       0.434      43.813       0.060       1.931       4.494        0.20      48794.    0.2482  
       39.83      0.8583      0.7580      0.1083      0.1226       0.057       0.512       0.406      42.418       0.058       1.806       4.341        0.20      49109.    0.2319  
       42.04      0.9060      0.7725      0.1000      0.1173       0.054       0.490       0.375      40.581       0.055       1.668       4.191        0.20      49440.    0.2151  
       44.25      0.9537      0.7838      0.0911      0.1109       0.051       0.463       0.342      38.356       0.052       1.520       4.040        0.20      49784.    0.1980  
       46.47      1.0014      0.7912      0.0818      0.1035       0.048       0.432       0.307      35.794       0.049       1.363       3.884        0.20      50141.    0.1803  
       48.68      1.0491      0.7933      0.0720      0.0952       0.044       0.398       0.270      32.937       0.045       1.201       3.717        0.20      50511.    0.1619  
       50.89      1.0967      0.7882      0.0619      0.0862       0.040       0.360       0.232      29.820       0.041       1.033       3.533        0.21      50893.    0.1427  
       53.10      1.1444      0.7729      0.0517      0.0765       0.036       0.320       0.194      26.474       0.036       0.862       3.320        0.21      51288.    0.1225  
       55.32      1.1921      0.7427      0.0413      0.0663       0.031       0.277       0.155      22.929       0.031       0.689       3.062        0.21      51695.    0.1010  
       57.53      1.2398      0.6883      0.0308      0.0555       0.026       0.232       0.116      19.215       0.026       0.514       2.729        0.21      52113.    0.0778  
       59.74      1.2875      0.5917      0.0204      0.0444       0.021       0.186       0.077      15.364       0.021       0.340       2.259        0.21      52542.    0.0524  
       61.95      1.3352      0.4090      0.0101      0.0330       0.015       0.138       0.038      11.416       0.016       0.169       1.506        0.21      52983.    0.0246  
       64.17      1.3829      0.0020      0.0000      0.0214       0.010       0.090       0.000       7.412       0.010       0.001       0.007        0.21      53434.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       8000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1503      0.0964       0.067       0.526       0.736      49.762       0.059       3.273       6.707        0.22      52327.    0.4822  
        2.53      0.0477      0.0730      0.1499      0.0980       0.068       0.535       0.734      50.591       0.060       3.265       6.582        0.22      52403.    0.4727  
        5.06      0.0955      0.1430      0.1496      0.0998       0.069       0.545       0.732      51.548       0.062       3.258       6.445        0.22      52490.    0.4624  
        7.59      0.1432      0.2096      0.1492      0.1019       0.071       0.556       0.731      52.636       0.063       3.251       6.297        0.22      52591.    0.4512  
       10.13      0.1909      0.2725      0.1489      0.1043       0.072       0.569       0.729      53.854       0.064       3.242       6.139        0.22      52706.    0.4394  
       12.66      0.2387      0.3314      0.1484      0.1069       0.074       0.583       0.727      55.196       0.066       3.233       5.973        0.22      52837.    0.4268  
       15.19      0.2864      0.3861      0.1479      0.1097       0.076       0.598       0.724      56.646       0.068       3.222       5.799        0.22      52983.    0.4137  
       17.72      0.3341      0.4366      0.1472      0.1127       0.078       0.615       0.721      58.183       0.069       3.207       5.621        0.22      53146.    0.4001  
       20.25      0.3819      0.4829      0.1464      0.1158       0.080       0.632       0.717      59.774       0.071       3.189       5.440        0.22      53327.    0.3860  
       22.78      0.4296      0.5251      0.1453      0.1189       0.082       0.648       0.711      61.374       0.073       3.164       5.257        0.22      53525.    0.3717  
       25.31      0.4773      0.5633      0.1438      0.1219       0.084       0.665       0.704      62.930       0.075       3.133       5.076        0.22      53741.    0.3571  
       27.84      0.5251      0.5979      0.1419      0.1247       0.086       0.680       0.695      64.371       0.077       3.092       4.898        0.23      53976.    0.3423  
       30.38      0.5728      0.6291      0.1396      0.1271       0.088       0.693       0.683      65.619       0.078       3.040       4.724        0.23      54229.    0.3273  
       32.91      0.6205      0.6572      0.1365      0.1289       0.089       0.703       0.669      66.576       0.079       2.974       4.555        0.23      54501.    0.3122  
       35.44      0.6683      0.6826      0.1328      0.1300       0.090       0.709       0.650      67.132       0.080       2.892       4.393        0.23      54791.    0.2970  
       37.97      0.7160      0.7056      0.1282      0.1301       0.090       0.710       0.628      67.161       0.080       2.792       4.239        0.23      55099.    0.2815  
       40.50      0.7637      0.7265      0.1226      0.1289       0.089       0.703       0.600      66.539       0.079       2.670       4.092        0.23      55426.    0.2657  
       43.03      0.8115      0.7456      0.1160      0.1262       0.087       0.689       0.568      65.184       0.078       2.526       3.952        0.23      55770.    0.2497  
       45.56      0.8592      0.7626      0.1085      0.1222       0.085       0.667       0.531      63.097       0.075       2.362       3.818        0.23      56132.    0.2332  
       48.10      0.9070      0.7773      0.1002      0.1169       0.081       0.638       0.490      60.345       0.072       2.182       3.687        0.23      56510.    0.2164  
       50.63      0.9547      0.7890      0.0912      0.1104       0.076       0.602       0.447      57.009       0.068       1.987       3.555        0.23      56904.    0.1992  
       53.16      1.0024      0.7969      0.0818      0.1030       0.071       0.562       0.401      53.163       0.063       1.783       3.419        0.23      57313.    0.1815  
       55.69      1.0502      0.7996      0.0721      0.0946       0.066       0.516       0.353      48.870       0.058       1.570       3.275        0.23      57736.    0.1631  
       58.22      1.0979      0.7953      0.0620      0.0856       0.059       0.467       0.304      44.184       0.053       1.350       3.116        0.24      58174.    0.1439  
       60.75      1.1456      0.7812      0.0517      0.0758       0.053       0.414       0.253      39.151       0.047       1.126       2.933        0.24      58626.    0.1237  
       63.28      1.1934      0.7524      0.0413      0.0655       0.045       0.357       0.202      33.814       0.040       0.899       2.712        0.24      59092.    0.1022  
       65.82      1.2411      0.6999      0.0308      0.0547       0.038       0.298       0.151      28.220       0.034       0.671       2.426        0.24      59571.    0.0790  
       68.35      1.2888      0.6051      0.0204      0.0434       0.030       0.237       0.100      22.420       0.027       0.444       2.019        0.24      60062.    0.0535  
       70.88      1.3366      0.4223      0.0101      0.0319       0.022       0.174       0.049      16.471       0.020       0.219       1.359        0.24      60567.    0.0253  
       73.41      1.3843      0.0001      0.0000      0.0202       0.014       0.110       0.000      10.438       0.012       0.000       0.000        0.24      61083.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       9000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1504      0.0958       0.094       0.662       0.932      70.440       0.075       4.145       6.000        0.25      58868.    0.4855  
        2.85      0.0478      0.0736      0.1500      0.0974       0.096       0.673       0.930      71.623       0.076       4.136       5.888        0.25      58953.    0.4759  
        5.70      0.0955      0.1441      0.1497      0.0993       0.098       0.685       0.928      72.989       0.077       4.127       5.765        0.25      59051.    0.4655  
        8.55      0.1433      0.2111      0.1494      0.1014       0.100       0.700       0.926      74.544       0.079       4.117       5.632        0.25      59165.    0.4542  
       11.40      0.1911      0.2744      0.1490      0.1038       0.102       0.716       0.923      76.285       0.081       4.107       5.490        0.25      59294.    0.4423  
       14.25      0.2389      0.3337      0.1486      0.1064       0.105       0.734       0.921      78.204       0.083       4.096       5.341        0.25      59441.    0.4296  
       17.10      0.2866      0.3887      0.1481      0.1092       0.108       0.754       0.918      80.281       0.085       4.082       5.185        0.25      59606.    0.4163  
       19.95      0.3344      0.4395      0.1474      0.1122       0.111       0.775       0.914      82.482       0.088       4.064       5.024        0.25      59790.    0.4026  
       22.80      0.3822      0.4859      0.1466      0.1153       0.114       0.796       0.908      84.762       0.090       4.041       4.861        0.25      59994.    0.3884  
       25.65      0.4300      0.5283      0.1455      0.1184       0.117       0.818       0.902      87.058       0.092       4.011       4.698        0.25      60217.    0.3739  
       28.50      0.4777      0.5666      0.1440      0.1214       0.120       0.839       0.893      89.291       0.095       3.971       4.535        0.25      60461.    0.3592  
       31.35      0.5255      0.6013      0.1422      0.1243       0.123       0.858       0.881      91.364       0.097       3.920       4.375        0.25      60725.    0.3442  
       34.20      0.5733      0.6325      0.1398      0.1267       0.125       0.875       0.866      93.160       0.099       3.854       4.218        0.25      61010.    0.3292  
       37.05      0.6211      0.6607      0.1368      0.1286       0.127       0.888       0.848      94.543       0.100       3.771       4.067        0.25      61316.    0.3139  
       39.90      0.6688      0.6861      0.1330      0.1297       0.128       0.895       0.825      95.353       0.101       3.668       3.922        0.26      61643.    0.2986  
       42.75      0.7166      0.7092      0.1284      0.1298       0.128       0.896       0.796      95.410       0.101       3.540       3.784        0.26      61990.    0.2830  
       45.60      0.7644      0.7302      0.1228      0.1286       0.127       0.888       0.761      94.535       0.100       3.386       3.652        0.26      62358.    0.2671  
       48.45      0.8122      0.7493      0.1162      0.1260       0.124       0.870       0.720      92.609       0.098       3.204       3.527        0.26      62746.    0.2509  
       51.30      0.8599      0.7665      0.1087      0.1219       0.120       0.842       0.673      89.634       0.095       2.996       3.408        0.26      63154.    0.2344  
       54.15      0.9077      0.7814      0.1003      0.1166       0.115       0.805       0.622      85.704       0.091       2.766       3.291        0.26      63580.    0.2176  
       57.00      0.9555      0.7934      0.0914      0.1101       0.109       0.760       0.566      80.933       0.086       2.520       3.175        0.26      64024.    0.2003  
       59.85      1.0033      0.8016      0.0820      0.1026       0.101       0.708       0.508      75.429       0.080       2.260       3.055        0.26      64485.    0.1825  
       62.70      1.0510      0.8049      0.0722      0.0942       0.093       0.651       0.447      69.280       0.074       1.989       2.928        0.26      64962.    0.1641  
       65.55      1.0988      0.8014      0.0621      0.0851       0.084       0.588       0.385      62.562       0.066       1.711       2.789        0.26      65456.    0.1450  
       68.40      1.1466      0.7883      0.0518      0.0753       0.074       0.520       0.321      55.343       0.059       1.427       2.629        0.27      65965.    0.1248  
       71.25      1.1943      0.7608      0.0413      0.0649       0.064       0.448       0.256      47.685       0.051       1.139       2.436        0.27      66489.    0.1033  
       74.10      1.2421      0.7100      0.0308      0.0539       0.053       0.372       0.191      39.654       0.042       0.850       2.186        0.27      67029.    0.0801  
       76.95      1.2899      0.6170      0.0204      0.0426       0.042       0.294       0.126      31.326       0.033       0.562       1.829        0.27      67583.    0.0545  
       79.80      1.3377      0.4344      0.0101      0.0310       0.031       0.214       0.062      22.782       0.024       0.277       1.242        0.27      68151.    0.0260  
       82.65      1.3854     -0.0014      0.0000      0.0192       0.019       0.133       0.000      14.118       0.015      -0.001      -0.004        0.27      68733.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      10000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1505      0.0954       0.129       0.813       1.151      96.184       0.092       5.121       5.429        0.28      65408.    0.4882  
        3.17      0.0478      0.0740      0.1501      0.0970       0.131       0.827       1.149      97.810       0.093       5.109       5.327        0.28      65502.    0.4786  
        6.34      0.0956      0.1449      0.1498      0.0988       0.134       0.843       1.146      99.688       0.095       5.099       5.215        0.28      65612.    0.4680  
        9.51      0.1434      0.2123      0.1495      0.1010       0.137       0.861       1.144     101.825       0.097       5.087       5.095        0.28      65738.    0.4567  
       12.68      0.1912      0.2760      0.1491      0.1033       0.140       0.881       1.141     104.222       0.100       5.076       4.966        0.28      65882.    0.4447  
       15.84      0.2390      0.3355      0.1487      0.1060       0.143       0.903       1.138     106.865       0.102       5.062       4.830        0.28      66046.    0.4319  
       19.01      0.2868      0.3908      0.1482      0.1088       0.147       0.927       1.134     109.727       0.105       5.045       4.688        0.28      66229.    0.4185  
       22.18      0.3346      0.4418      0.1476      0.1118       0.151       0.953       1.129     112.763       0.108       5.023       4.543        0.28      66434.    0.4047  
       25.35      0.3824      0.4884      0.1468      0.1149       0.155       0.980       1.123     115.910       0.111       4.995       4.395        0.28      66660.    0.3904  
       28.52      0.4303      0.5309      0.1457      0.1181       0.160       1.007       1.115     119.082       0.114       4.958       4.246        0.28      66909.    0.3758  
       31.69      0.4781      0.5694      0.1443      0.1211       0.164       1.033       1.104     122.171       0.117       4.910       4.098        0.28      67180.    0.3609  
       34.86      0.5259      0.6041      0.1424      0.1240       0.168       1.057       1.090     125.042       0.119       4.847       3.953        0.28      67474.    0.3459  
       38.03      0.5737      0.6354      0.1401      0.1265       0.171       1.078       1.072     127.535       0.122       4.767       3.811        0.28      67791.    0.3307  
       41.20      0.6215      0.6636      0.1371      0.1284       0.174       1.094       1.049     129.460       0.124       4.665       3.674        0.28      68131.    0.3154  
       44.37      0.6693      0.6891      0.1333      0.1295       0.175       1.104       1.020     130.597       0.125       4.537       3.543        0.28      68495.    0.2999  
       47.53      0.7171      0.7122      0.1287      0.1296       0.175       1.105       0.985     130.698       0.125       4.380       3.417        0.28      68881.    0.2843  
       50.70      0.7649      0.7332      0.1231      0.1284       0.174       1.095       0.942     129.515       0.124       4.189       3.299        0.29      69291.    0.2683  
       53.87      0.8127      0.7524      0.1165      0.1258       0.170       1.072       0.891     126.879       0.121       3.964       3.186        0.29      69723.    0.2521  
       57.04      0.8605      0.7697      0.1089      0.1218       0.165       1.038       0.833     122.795       0.117       3.707       3.078        0.29      70176.    0.2355  
       60.21      0.9083      0.7848      0.1006      0.1164       0.157       0.992       0.769     117.389       0.112       3.423       2.973        0.29      70650.    0.2186  
       63.38      0.9561      0.7970      0.0916      0.1099       0.149       0.937       0.701     110.818       0.106       3.117       2.869        0.29      71144.    0.2013  
       66.55      1.0039      0.8056      0.0821      0.1024       0.138       0.873       0.628     103.230       0.099       2.796       2.761        0.29      71657.    0.1835  
       69.72      1.0517      0.8094      0.0723      0.0939       0.127       0.801       0.553      94.746       0.090       2.461       2.648        0.29      72188.    0.1651  
       72.89      1.0995      0.8066      0.0622      0.0847       0.115       0.722       0.476      85.472       0.082       2.116       2.524        0.29      72737.    0.1460  
       76.05      1.1473      0.7945      0.0518      0.0749       0.101       0.638       0.397      75.499       0.072       1.764       2.383        0.30      73303.    0.1258  
       79.22      1.1951      0.7683      0.0414      0.0644       0.087       0.549       0.317      64.916       0.062       1.408       2.212        0.30      73887.    0.1043  
       82.39      1.2430      0.7190      0.0309      0.0534       0.072       0.455       0.236      53.814       0.051       1.051       1.991        0.30      74487.    0.0811  
       85.56      1.2908      0.6277      0.0204      0.0419       0.057       0.358       0.156      42.297       0.040       0.694       1.674        0.30      75103.    0.0554  
       88.73      1.3386      0.4456      0.0101      0.0302       0.041       0.258       0.077      30.481       0.029       0.342       1.146        0.30      75735.    0.0266  
       91.90      1.3864     -0.0025      0.0000      0.0183       0.025       0.156       0.000      18.498       0.018      -0.001      -0.006        0.30      76383.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      11000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1505      0.0950       0.171       0.980       1.394     127.566       0.111       6.200       4.956        0.31      71948.    0.4904  
        3.49      0.0478      0.0744      0.1502      0.0966       0.174       0.997       1.391     129.732       0.113       6.187       4.863        0.31      72052.    0.4807  
        6.98      0.0957      0.1456      0.1499      0.0985       0.177       1.016       1.388     132.235       0.115       6.174       4.761        0.31      72173.    0.4702  
       10.46      0.1435      0.2133      0.1496      0.1006       0.181       1.038       1.385     135.087       0.117       6.161       4.651        0.31      72312.    0.4588  
       13.95      0.1913      0.2772      0.1493      0.1030       0.185       1.063       1.382     138.287       0.120       6.147       4.533        0.31      72470.    0.4467  
       17.44      0.2392      0.3370      0.1489      0.1056       0.190       1.090       1.378     141.818       0.123       6.131       4.408        0.31      72650.    0.4338  
       20.93      0.2870      0.3925      0.1484      0.1085       0.195       1.119       1.374     145.643       0.126       6.111       4.279        0.31      72852.    0.4204  
       24.41      0.3348      0.4437      0.1478      0.1115       0.201       1.150       1.368     149.706       0.130       6.086       4.145        0.31      73077.    0.4064  
       27.90      0.3827      0.4905      0.1470      0.1147       0.206       1.183       1.361     153.920       0.134       6.053       4.010        0.31      73326.    0.3921  
       31.39      0.4305      0.5331      0.1459      0.1178       0.212       1.215       1.351     158.172       0.137       6.009       3.874        0.31      73600.    0.3774  
       34.88      0.4783      0.5716      0.1445      0.1209       0.218       1.247       1.338     162.316       0.141       5.951       3.739        0.31      73898.    0.3625  
       38.37      0.5262      0.6064      0.1427      0.1238       0.223       1.277       1.321     166.174       0.144       5.876       3.606        0.31      74222.    0.3474  
       41.85      0.5740      0.6378      0.1403      0.1263       0.227       1.303       1.299     169.531       0.147       5.779       3.476        0.31      74571.    0.3321  
       45.34      0.6218      0.6660      0.1373      0.1282       0.231       1.323       1.272     172.132       0.149       5.656       3.351        0.31      74946.    0.3167  
       48.83      0.6697      0.6915      0.1336      0.1294       0.233       1.335       1.237     173.682       0.151       5.502       3.230        0.31      75347.    0.3012  
       52.32      0.7175      0.7147      0.1290      0.1295       0.233       1.336       1.194     173.849       0.151       5.312       3.116        0.31      75772.    0.2854  
       55.80      0.7653      0.7358      0.1234      0.1284       0.231       1.324       1.142     172.298       0.150       5.082       3.007        0.31      76223.    0.2694  
       59.29      0.8132      0.7550      0.1168      0.1257       0.226       1.297       1.081     168.802       0.147       4.808       2.905        0.32      76699.    0.2531  
       62.78      0.8610      0.7724      0.1092      0.1217       0.219       1.255       1.011     163.364       0.142       4.496       2.806        0.32      77198.    0.2365  
       66.27      0.9088      0.7877      0.1008      0.1163       0.209       1.200       0.933     156.149       0.136       4.152       2.711        0.32      77720.    0.2196  
       69.76      0.9567      0.8002      0.0918      0.1098       0.198       1.132       0.850     147.369       0.128       3.781       2.617        0.32      78264.    0.2022  
       73.24      1.0045      0.8091      0.0823      0.1022       0.184       1.054       0.762     137.218       0.119       3.391       2.520        0.32      78829.    0.1844  
       76.73      1.0523      0.8134      0.0725      0.0938       0.169       0.967       0.671     125.862       0.109       2.984       2.418        0.32      79414.    0.1660  
       80.22      1.1002      0.8112      0.0623      0.0845       0.152       0.872       0.577     113.439       0.098       2.566       2.307        0.32      80018.    0.1469  
       83.71      1.1480      0.8000      0.0520      0.0745       0.134       0.769       0.481     100.074       0.087       2.139       2.180        0.33      80642.    0.1267  
       87.20      1.1958      0.7749      0.0415      0.0640       0.115       0.660       0.384      85.884       0.075       1.707       2.027        0.33      81284.    0.1053  
       90.68      1.2437      0.7271      0.0309      0.0529       0.095       0.546       0.286      70.995       0.062       1.273       1.829        0.33      81945.    0.0820  
       94.17      1.2915      0.6375      0.0204      0.0414       0.074       0.427       0.189      55.545       0.048       0.841       1.544        0.33      82624.    0.0563  
       97.66      1.3393      0.4560      0.0101      0.0296       0.053       0.305       0.093      39.691       0.034       0.415       1.065        0.33      83320.    0.0273  
      101.15      1.3872     -0.0037      0.0000      0.0176       0.032       0.181       0.000      23.614       0.020      -0.002      -0.008        0.33      84032.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      12000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1506      0.0948       0.221       1.163       1.660     165.167       0.131       7.383       4.558        0.33      78489.    0.4922  
        3.81      0.0479      0.0746      0.1503      0.0964       0.225       1.183       1.656     167.980       0.134       7.368       4.473        0.33      78602.    0.4825  
        7.61      0.0957      0.1461      0.1500      0.0983       0.230       1.206       1.653     171.234       0.136       7.353       4.379        0.33      78733.    0.4719  
       11.42      0.1436      0.2141      0.1497      0.1004       0.235       1.232       1.650     174.944       0.139       7.338       4.277        0.33      78885.    0.4605  
       15.23      0.1914      0.2783      0.1494      0.1028       0.240       1.262       1.646     179.109       0.143       7.322       4.169        0.33      79058.    0.4483  
       19.03      0.2393      0.3383      0.1490      0.1054       0.246       1.294       1.642     183.708       0.146       7.304       4.054        0.33      79254.    0.4355  
       22.84      0.2871      0.3940      0.1486      0.1083       0.253       1.329       1.637     188.696       0.150       7.281       3.935        0.33      79475.    0.4220  
       26.65      0.3350      0.4453      0.1480      0.1113       0.260       1.366       1.630     193.997       0.154       7.252       3.812        0.34      79721.    0.4080  
       30.45      0.3828      0.4922      0.1472      0.1145       0.268       1.405       1.622     199.501       0.159       7.213       3.687        0.34      79992.    0.3936  
       34.26      0.4307      0.5349      0.1461      0.1177       0.275       1.444       1.610     205.060       0.163       7.162       3.561        0.34      80291.    0.3788  
       38.07      0.4786      0.5735      0.1448      0.1208       0.282       1.483       1.595     210.485       0.167       7.094       3.437        0.34      80617.    0.3638  
       41.87      0.5264      0.6084      0.1429      0.1237       0.289       1.518       1.575     215.542       0.172       7.006       3.314        0.34      80970.    0.3487  
       45.68      0.5743      0.6398      0.1406      0.1262       0.295       1.549       1.549     219.951       0.175       6.891       3.195        0.34      81352.    0.3333  
       49.49      0.6221      0.6681      0.1376      0.1282       0.300       1.573       1.517     223.381       0.178       6.746       3.079        0.34      81761.    0.3179  
       53.29      0.6700      0.6936      0.1339      0.1294       0.302       1.588       1.476     225.445       0.179       6.564       2.969        0.34      82198.    0.3023  
       57.10      0.7178      0.7168      0.1293      0.1295       0.303       1.590       1.425     225.706       0.180       6.338       2.863        0.34      82663.    0.2865  
       60.91      0.7657      0.7379      0.1237      0.1284       0.300       1.576       1.363     223.728       0.178       6.063       2.764        0.34      83155.    0.2705  
       64.71      0.8135      0.7572      0.1171      0.1258       0.294       1.544       1.290     219.209       0.174       5.738       2.669        0.34      83675.    0.2541  
       68.52      0.8614      0.7748      0.1095      0.1217       0.284       1.494       1.206     212.146       0.169       5.366       2.579        0.35      84220.    0.2375  
       72.33      0.9092      0.7902      0.1011      0.1163       0.272       1.428       1.114     202.756       0.161       4.955       2.492        0.35      84790.    0.2205  
       76.13      0.9571      0.8029      0.0921      0.1098       0.257       1.348       1.015     191.312       0.152       4.513       2.406        0.35      85384.    0.2031  
       79.94      1.0050      0.8122      0.0826      0.1022       0.239       1.254       0.910     178.068       0.142       4.047       2.317        0.35      86000.    0.1853  
       83.75      1.0528      0.8169      0.0727      0.0937       0.219       1.150       0.801     163.240       0.130       3.562       2.225        0.35      86639.    0.1669  
       87.55      1.1007      0.8153      0.0625      0.0844       0.197       1.035       0.688     147.009       0.117       3.062       2.124        0.35      87300.    0.1477  
       91.36      1.1485      0.8049      0.0521      0.0743       0.174       0.912       0.574     129.538       0.103       2.553       2.010        0.35      87981.    0.1276  
       95.17      1.1964      0.7809      0.0416      0.0637       0.149       0.782       0.458     110.983       0.088       2.037       1.872        0.36      88682.    0.1062  
       98.97      1.2442      0.7345      0.0310      0.0525       0.123       0.645       0.342      91.506       0.073       1.519       1.693        0.36      89404.    0.0829  
