         8x3.7SFR                 (8x37SFR.dat)                                                                                                                                     
         v2022-0915                                                                                                                                                                 
         Simulation Date: 08/13/2024                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0570      0.0199       0.027       0.212       0.476      20.061       0.024       2.117      10.760        0.25      60827.    0.5444  
        0.95      0.0157      0.0440      0.0562      0.0200       0.027       0.213       0.469      20.131       0.024       2.088      10.575        0.25      60847.    0.5314  
        1.90      0.0313      0.0865      0.0553      0.0201       0.027       0.213       0.462      20.187       0.024       2.056      10.386        0.25      60870.    0.5179  
        2.85      0.0470      0.1273      0.0544      0.0201       0.027       0.214       0.455      20.226       0.024       2.022      10.193        0.25      60893.    0.5040  
        3.80      0.0627      0.1664      0.0534      0.0201       0.027       0.214       0.446      20.246       0.024       1.985       9.996        0.25      60918.    0.4897  
        4.75      0.0783      0.2039      0.0523      0.0201       0.027       0.214       0.437      20.242       0.024       1.945       9.796        0.25      60945.    0.4751  
        5.70      0.0940      0.2396      0.0512      0.0201       0.027       0.214       0.428      20.212       0.024       1.902       9.593        0.25      60974.    0.4601  
        6.65      0.1097      0.2736      0.0499      0.0200       0.027       0.213       0.417      20.152       0.024       1.855       9.388        0.25      61005.    0.4447  
        7.60      0.1253      0.3057      0.0486      0.0199       0.027       0.212       0.406      20.057       0.024       1.806       9.180        0.25      61037.    0.4290  
        8.55      0.1410      0.3360      0.0472      0.0198       0.027       0.211       0.394      19.924       0.024       1.753       8.970        0.25      61071.    0.4130  
        9.50      0.1567      0.3645      0.0456      0.0196       0.026       0.209       0.381      19.749       0.024       1.696       8.756        0.25      61107.    0.3965  
       10.44      0.1723      0.3910      0.0440      0.0194       0.026       0.206       0.368      19.528       0.023       1.635       8.540        0.25      61145.    0.3798  
       11.39      0.1880      0.4156      0.0423      0.0191       0.026       0.203       0.353      19.256       0.023       1.571       8.320        0.25      61184.    0.3627  
       12.34      0.2037      0.4381      0.0404      0.0188       0.025       0.200       0.338      18.929       0.023       1.503       8.096        0.25      61226.    0.3452  
       13.29      0.2193      0.4585      0.0385      0.0184       0.025       0.196       0.322      18.545       0.022       1.431       7.868        0.25      61270.    0.3273  
       14.24      0.2350      0.4766      0.0365      0.0180       0.024       0.191       0.305      18.101       0.022       1.355       7.633        0.25      61315.    0.3090  
       15.19      0.2507      0.4922      0.0343      0.0175       0.024       0.186       0.287      17.593       0.021       1.275       7.391        0.25      61363.    0.2902  
       16.14      0.2663      0.5052      0.0321      0.0169       0.023       0.180       0.268      17.021       0.020       1.192       7.139        0.25      61412.    0.2710  
       17.09      0.2820      0.5151      0.0297      0.0163       0.022       0.173       0.248      16.384       0.020       1.105       6.875        0.25      61464.    0.2513  
       18.04      0.2977      0.5217      0.0273      0.0156       0.021       0.166       0.228      15.686       0.019       1.015       6.596        0.26      61518.    0.2311  
       18.99      0.3133      0.5245      0.0248      0.0148       0.020       0.158       0.207      14.928       0.018       0.922       6.300        0.26      61573.    0.2104  
       19.94      0.3290      0.5227      0.0223      0.0140       0.019       0.149       0.186      14.111       0.017       0.827       5.979        0.26      61631.    0.1891  
       20.89      0.3447      0.5154      0.0197      0.0131       0.018       0.140       0.164      13.237       0.016       0.731       5.628        0.26      61690.    0.1673  
       21.84      0.3603      0.5012      0.0170      0.0122       0.016       0.130       0.142      12.304       0.015       0.632       5.235        0.26      61752.    0.1447  
       22.79      0.3760      0.4781      0.0143      0.0112       0.015       0.120       0.119      11.311       0.014       0.531       4.786        0.26      61816.    0.1213  
       23.74      0.3917      0.4431      0.0115      0.0102       0.014       0.108       0.096      10.258       0.012       0.428       4.258        0.26      61882.    0.0969  
       24.69      0.4073      0.3911      0.0087      0.0091       0.012       0.097       0.073       9.144       0.011       0.324       3.613        0.26      61950.    0.0715  
       25.64      0.4230      0.3136      0.0059      0.0079       0.011       0.084       0.049       7.968       0.010       0.218       2.790        0.26      62020.    0.0453  
       26.59      0.4387      0.1951      0.0030      0.0067       0.009       0.071       0.025       6.728       0.008       0.110       1.674        0.26      62093.    0.0193  
       27.54      0.4543      0.0027      0.0000      0.0054       0.007       0.057       0.000       5.423       0.006       0.001       0.022        0.26      62167.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       9000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0571      0.0198       0.038       0.266       0.604      28.336       0.030       2.685       9.663        0.29      68430.    0.5506  
        1.07      0.0157      0.0445      0.0563      0.0198       0.038       0.267       0.595      28.438       0.030       2.648       9.496        0.29      68453.    0.5374  
        2.14      0.0313      0.0874      0.0555      0.0199       0.038       0.268       0.586      28.521       0.030       2.608       9.325        0.29      68478.    0.5237  
        3.21      0.0470      0.1286      0.0545      0.0199       0.038       0.268       0.577      28.581       0.030       2.565       9.150        0.29      68504.    0.5096  
        4.27      0.0627      0.1681      0.0535      0.0200       0.038       0.269       0.566      28.613       0.030       2.518       8.973        0.29      68533.    0.4952  
        5.34      0.0784      0.2060      0.0525      0.0200       0.038       0.269       0.555      28.611       0.030       2.467       8.793        0.29      68563.    0.4803  
        6.41      0.0940      0.2420      0.0513      0.0199       0.038       0.268       0.542      28.572       0.030       2.413       8.611        0.29      68595.    0.4651  
        7.48      0.1097      0.2763      0.0501      0.0199       0.038       0.268       0.529      28.489       0.030       2.354       8.426        0.29      68630.    0.4496  
        8.55      0.1254      0.3088      0.0487      0.0198       0.038       0.266       0.515      28.357       0.030       2.291       8.239        0.29      68666.    0.4337  
        9.62      0.1410      0.3394      0.0473      0.0197       0.038       0.265       0.500      28.170       0.030       2.224       8.050        0.29      68704.    0.4175  
       10.69      0.1567      0.3681      0.0458      0.0195       0.037       0.262       0.484      27.923       0.030       2.152       7.858        0.29      68745.    0.4009  
       11.75      0.1724      0.3949      0.0441      0.0193       0.037       0.259       0.467      27.610       0.029       2.075       7.664        0.29      68787.    0.3840  
       12.82      0.1881      0.4198      0.0424      0.0190       0.037       0.256       0.448      27.225       0.029       1.994       7.468        0.29      68832.    0.3667  
       13.89      0.2037      0.4425      0.0406      0.0187       0.036       0.251       0.429      26.762       0.028       1.907       7.267        0.29      68879.    0.3490  
       14.96      0.2194      0.4632      0.0386      0.0183       0.035       0.246       0.408      26.216       0.028       1.816       7.063        0.29      68928.    0.3310  
       16.03      0.2351      0.4815      0.0366      0.0178       0.034       0.240       0.387      25.584       0.027       1.719       6.853        0.29      68980.    0.3125  
       17.10      0.2507      0.4974      0.0344      0.0173       0.033       0.233       0.364      24.861       0.026       1.618       6.637        0.29      69033.    0.2936  
       18.16      0.2664      0.5106      0.0322      0.0168       0.032       0.226       0.340      24.047       0.026       1.512       6.412        0.29      69089.    0.2742  
       19.23      0.2821      0.5208      0.0298      0.0161       0.031       0.217       0.315      23.140       0.025       1.402       6.177        0.29      69147.    0.2543  
       20.30      0.2978      0.5277      0.0274      0.0154       0.030       0.208       0.289      22.144       0.023       1.288       5.929        0.29      69207.    0.2340  
       21.37      0.3134      0.5308      0.0249      0.0147       0.028       0.198       0.263      21.064       0.022       1.170       5.665        0.29      69270.    0.2131  
       22.44      0.3291      0.5293      0.0223      0.0139       0.027       0.187       0.236      19.899       0.021       1.050       5.380        0.29      69335.    0.1917  
       23.51      0.3448      0.5223      0.0197      0.0130       0.025       0.175       0.208      18.652       0.020       0.927       5.068        0.29      69402.    0.1697  
       24.58      0.3604      0.5084      0.0170      0.0121       0.023       0.163       0.180      17.320       0.018       0.801       4.718        0.29      69472.    0.1469  
       25.64      0.3761      0.4855      0.0143      0.0111       0.021       0.149       0.151      15.904       0.017       0.674       4.319        0.29      69544.    0.1233  
       26.71      0.3918      0.4506      0.0116      0.0100       0.019       0.135       0.122      14.401       0.015       0.543       3.847        0.29      69618.    0.0986  
       27.78      0.4075      0.3984      0.0087      0.0089       0.017       0.120       0.092      12.810       0.014       0.411       3.271        0.29      69695.    0.0729  
       28.85      0.4231      0.3203      0.0059      0.0078       0.015       0.105       0.062      11.130       0.012       0.276       2.533        0.29      69774.    0.0463  
       29.92      0.4388      0.1998      0.0030      0.0065       0.013       0.088       0.031       9.358       0.010       0.140       1.523        0.29      69855.    0.0198  
       30.99      0.4545      0.0022      0.0000      0.0052       0.010       0.070       0.000       7.494       0.008       0.001       0.016        0.29      69939.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      10000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0572      0.0196       0.052       0.326       0.747      38.623       0.037       3.323       8.773        0.32      76032.    0.5562  
        1.19      0.0157      0.0449      0.0564      0.0197       0.052       0.328       0.737      38.768       0.037       3.278       8.621        0.32      76058.    0.5428  
        2.38      0.0313      0.0881      0.0556      0.0198       0.052       0.329       0.726      38.886       0.037       3.228       8.465        0.32      76086.    0.5289  
        3.56      0.0470      0.1297      0.0547      0.0198       0.052       0.329       0.714      38.972       0.037       3.175       8.306        0.32      76115.    0.5147  
        4.75      0.0627      0.1696      0.0537      0.0198       0.052       0.330       0.701      39.020       0.037       3.117       8.145        0.32      76147.    0.5001  
        5.94      0.0784      0.2077      0.0526      0.0198       0.052       0.330       0.687      39.022       0.037       3.054       7.981        0.32      76181.    0.4851  
        7.13      0.0940      0.2441      0.0514      0.0198       0.052       0.329       0.672      38.972       0.037       2.987       7.815        0.32      76217.    0.4697  
        8.31      0.1097      0.2787      0.0502      0.0198       0.052       0.328       0.655      38.862       0.037       2.914       7.647        0.32      76255.    0.4540  
        9.50      0.1254      0.3114      0.0489      0.0197       0.052       0.327       0.638      38.684       0.037       2.837       7.478        0.32      76295.    0.4380  
       10.69      0.1411      0.3423      0.0474      0.0195       0.052       0.325       0.619      38.431       0.037       2.753       7.306        0.32      76338.    0.4216  
       11.88      0.1568      0.3713      0.0459      0.0194       0.051       0.322       0.599      38.095       0.036       2.664       7.132        0.32      76383.    0.4049  
       13.06      0.1724      0.3984      0.0443      0.0192       0.051       0.318       0.578      37.667       0.036       2.570       6.956        0.32      76430.    0.3878  
       14.25      0.1881      0.4234      0.0425      0.0189       0.050       0.314       0.555      37.140       0.035       2.469       6.778        0.32      76480.    0.3704  
       15.44      0.2038      0.4465      0.0407      0.0186       0.049       0.309       0.531      36.506       0.035       2.362       6.597        0.32      76532.    0.3526  
       16.62      0.2195      0.4673      0.0387      0.0182       0.048       0.302       0.505      35.759       0.034       2.248       6.412        0.32      76587.    0.3344  
       17.81      0.2351      0.4859      0.0367      0.0177       0.047       0.295       0.479      34.891       0.033       2.129       6.222        0.32      76644.    0.3158  
       19.00      0.2508      0.5020      0.0345      0.0172       0.045       0.287       0.450      33.900       0.032       2.004       6.027        0.32      76704.    0.2967  
       20.19      0.2665      0.5155      0.0323      0.0167       0.044       0.277       0.421      32.782       0.031       1.873       5.825        0.32      76766.    0.2772  
       21.38      0.2822      0.5260      0.0299      0.0160       0.042       0.267       0.390      31.536       0.030       1.736       5.613        0.32      76830.    0.2572  
       22.56      0.2978      0.5331      0.0275      0.0153       0.040       0.255       0.358      30.168       0.029       1.594       5.390        0.32      76897.    0.2367  
       23.75      0.3135      0.5364      0.0250      0.0146       0.038       0.242       0.326      28.682       0.027       1.449       5.152        0.32      76967.    0.2157  
       24.94      0.3292      0.5352      0.0224      0.0138       0.036       0.229       0.292      27.082       0.026       1.300       4.895        0.32      77039.    0.1941  
       26.12      0.3449      0.5285      0.0198      0.0129       0.034       0.214       0.258      25.366       0.024       1.148       4.614        0.32      77114.    0.1719  
       27.31      0.3605      0.5148      0.0171      0.0120       0.032       0.199       0.223      23.535       0.022       0.992       4.300        0.32      77191.    0.1490  
       28.50      0.3762      0.4922      0.0144      0.0110       0.029       0.182       0.187      21.586       0.021       0.834       3.940        0.32      77271.    0.1251  
       29.69      0.3919      0.4574      0.0116      0.0099       0.026       0.165       0.151      19.518       0.019       0.673       3.515        0.32      77354.    0.1003  
       30.88      0.4075      0.4052      0.0088      0.0088       0.023       0.146       0.114      17.329       0.017       0.509       2.994        0.32      77439.    0.0743  
       32.06      0.4232      0.3266      0.0059      0.0076       0.020       0.127       0.077      15.017       0.014       0.342       2.324        0.32      77527.    0.0473  
       33.25      0.4389      0.2045      0.0030      0.0064       0.017       0.106       0.039      12.579       0.012       0.173       1.403        0.32      77617.    0.0203  
       34.44      0.4546      0.0020      0.0000      0.0051       0.013       0.085       0.000      10.012       0.010       0.001       0.013        0.32      77710.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      11000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0574      0.0195       0.069       0.393       0.906      51.152       0.044       4.032       8.037        0.35      83634.    0.5612  
        1.31      0.0157      0.0452      0.0566      0.0196       0.069       0.395       0.894      51.351       0.045       3.977       7.897        0.35      83663.    0.5477  
        2.61      0.0314      0.0888      0.0558      0.0197       0.069       0.396       0.881      51.514       0.045       3.917       7.754        0.35      83693.    0.5337  
        3.92      0.0470      0.1307      0.0548      0.0197       0.069       0.397       0.866      51.634       0.045       3.852       7.608        0.35      83726.    0.5193  
        5.23      0.0627      0.1709      0.0538      0.0198       0.069       0.397       0.850      51.703       0.045       3.782       7.460        0.35      83761.    0.5045  
        6.53      0.0784      0.2093      0.0528      0.0198       0.069       0.397       0.833      51.711       0.045       3.707       7.309        0.35      83798.    0.4894  
        7.84      0.0941      0.2460      0.0516      0.0197       0.069       0.397       0.815      51.648       0.045       3.625       7.157        0.35      83838.    0.4739  
        9.15      0.1098      0.2808      0.0504      0.0197       0.069       0.396       0.795      51.506       0.045       3.537       7.003        0.35      83880.    0.4581  
       10.45      0.1254      0.3138      0.0490      0.0196       0.069       0.394       0.774      51.273       0.045       3.443       6.848        0.35      83924.    0.4419  
       11.76      0.1411      0.3449      0.0476      0.0195       0.068       0.391       0.751      50.939       0.044       3.342       6.691        0.35      83971.    0.4254  
       13.07      0.1568      0.3741      0.0460      0.0193       0.068       0.388       0.727      50.493       0.044       3.234       6.532        0.35      84021.    0.4085  
       14.37      0.1725      0.4014      0.0444      0.0191       0.067       0.384       0.701      49.926       0.043       3.119       6.371        0.35      84073.    0.3913  
       15.68      0.1881      0.4267      0.0427      0.0188       0.066       0.378       0.674      49.226       0.043       2.997       6.208        0.35      84128.    0.3738  
       16.99      0.2038      0.4500      0.0408      0.0185       0.065       0.372       0.645      48.382       0.042       2.867       6.043        0.35      84185.    0.3558  
       18.29      0.2195      0.4710      0.0389      0.0181       0.064       0.364       0.614      47.386       0.041       2.730       5.874        0.35      84245.    0.3375  
       19.60      0.2352      0.4898      0.0368      0.0177       0.062       0.355       0.581      46.230       0.040       2.585       5.701        0.35      84308.    0.3188  
       20.91      0.2509      0.5062      0.0346      0.0172       0.060       0.345       0.547      44.909       0.039       2.433       5.523        0.35      84374.    0.2996  
       22.21      0.2665      0.5199      0.0324      0.0166       0.058       0.334       0.511      43.417       0.038       2.273       5.339        0.35      84442.    0.2799  
       23.52      0.2822      0.5306      0.0300      0.0160       0.056       0.321       0.474      41.755       0.036       2.107       5.146        0.35      84513.    0.2598  
       24.82      0.2979      0.5380      0.0276      0.0153       0.054       0.307       0.435      39.929       0.035       1.936       4.943        0.35      84587.    0.2392  
       26.13      0.3136      0.5416      0.0250      0.0145       0.051       0.292       0.395      37.947       0.033       1.759       4.727        0.35      84664.    0.2180  
       27.44      0.3293      0.5406      0.0225      0.0137       0.048       0.275       0.355      35.810       0.031       1.578       4.494        0.35      84743.    0.1964  
       28.74      0.3449      0.5341      0.0198      0.0128       0.045       0.258       0.313      33.519       0.029       1.393       4.239        0.35      84826.    0.1740  
       30.05      0.3606      0.5208      0.0171      0.0119       0.042       0.239       0.271      31.074       0.027       1.205       3.953        0.35      84911.    0.1509  
       31.36      0.3763      0.4984      0.0144      0.0109       0.038       0.219       0.228      28.471       0.025       1.012       3.626        0.35      84999.    0.1269  
       32.66      0.3920      0.4638      0.0116      0.0098       0.034       0.198       0.184      25.709       0.022       0.816       3.239        0.35      85090.    0.1018  
       33.97      0.4077      0.4115      0.0088      0.0087       0.031       0.175       0.139      22.784       0.020       0.617       2.763        0.35      85183.    0.0755  
       35.28      0.4233      0.3324      0.0059      0.0075       0.026       0.151       0.093      19.694       0.017       0.415       2.149        0.35      85280.    0.0482  
       36.58      0.4390      0.2086      0.0030      0.0063       0.022       0.126       0.047      16.436       0.014       0.210       1.301        0.35      85380.    0.0207  
       37.89      0.4547      0.0015      0.0000      0.0050       0.017       0.100       0.000      13.006       0.011       0.001       0.009        0.35      85482.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      12000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0576      0.0195       0.089       0.466       1.082      66.161       0.053       4.812       7.417        0.38      91236.    0.5658  
        1.43      0.0157      0.0455      0.0568      0.0195       0.089       0.468       1.067      66.426       0.053       4.747       7.287        0.38      91267.    0.5521  
        2.85      0.0314      0.0894      0.0559      0.0196       0.089       0.469       1.051      66.645       0.053       4.676       7.155        0.38      91301.    0.5380  
        4.28      0.0470      0.1316      0.0550      0.0197       0.090       0.471       1.034      66.808       0.053       4.599       7.020        0.38      91336.    0.5235  
        5.70      0.0627      0.1721      0.0540      0.0197       0.090       0.471       1.015      66.903       0.053       4.516       6.883        0.38      91375.    0.5087  
        7.13      0.0784      0.2107      0.0529      0.0197       0.090       0.471       0.995      66.919       0.053       4.426       6.744        0.38      91415.    0.4934  
        8.55      0.0941      0.2476      0.0518      0.0197       0.090       0.471       0.973      66.843       0.053       4.329       6.604        0.38      91458.    0.4778  
        9.98      0.1098      0.2827      0.0505      0.0196       0.089       0.470       0.950      66.663       0.053       4.224       6.462        0.38      91504.    0.4618  
       11.40      0.1254      0.3159      0.0492      0.0195       0.089       0.467       0.924      66.364       0.053       4.112       6.318        0.38      91553.    0.4456  
       12.83      0.1411      0.3472      0.0477      0.0194       0.088       0.464       0.897      65.933       0.052       3.992       6.173        0.38      91604.    0.4289  
       14.26      0.1568      0.3767      0.0462      0.0192       0.088       0.460       0.868      65.357       0.052       3.863       6.027        0.38      91658.    0.4119  
       15.68      0.1725      0.4041      0.0446      0.0190       0.087       0.455       0.838      64.622       0.051       3.726       5.879        0.38      91715.    0.3946  
       17.11      0.1882      0.4296      0.0428      0.0188       0.085       0.449       0.805      63.712       0.051       3.579       5.729        0.38      91775.    0.3769  
       18.53      0.2039      0.4531      0.0410      0.0184       0.084       0.441       0.770      62.616       0.050       3.424       5.577        0.38      91838.    0.3589  
       19.96      0.2195      0.4744      0.0390      0.0180       0.082       0.432       0.733      61.321       0.049       3.260       5.422        0.38      91904.    0.3405  
       21.38      0.2352      0.4934      0.0369      0.0176       0.080       0.421       0.694      59.817       0.048       3.087       5.263        0.38      91972.    0.3216  
       22.81      0.2509      0.5100      0.0348      0.0171       0.078       0.409       0.653      58.098       0.046       2.906       5.100        0.38      92044.    0.3023  
       24.23      0.2666      0.5239      0.0325      0.0165       0.075       0.396       0.610      56.156       0.045       2.715       4.931        0.38      92119.    0.2826  
       25.66      0.2823      0.5348      0.0301      0.0159       0.072       0.380       0.566      53.992       0.043       2.517       4.754        0.38      92196.    0.2623  
       27.09      0.2979      0.5425      0.0277      0.0152       0.069       0.364       0.520      51.614       0.041       2.312       4.568        0.38      92277.    0.2416  
       28.51      0.3136      0.5463      0.0251      0.0144       0.066       0.345       0.472      49.032       0.039       2.102       4.371        0.38      92361.    0.2203  
       29.94      0.3293      0.5456      0.0226      0.0136       0.062       0.326       0.424      46.248       0.037       1.885       4.157        0.38      92447.    0.1985  
       31.36      0.3450      0.5394      0.0199      0.0127       0.058       0.305       0.374      43.264       0.034       1.665       3.923        0.38      92537.    0.1760  
       32.79      0.3607      0.5263      0.0172      0.0118       0.054       0.282       0.324      40.077       0.032       1.439       3.662        0.38      92630.    0.1528  
       34.21      0.3763      0.5042      0.0145      0.0108       0.049       0.258       0.272      36.685       0.029       1.209       3.362        0.38      92726.    0.1286  
       35.64      0.3920      0.4698      0.0117      0.0097       0.044       0.233       0.219      33.085       0.026       0.975       3.007        0.38      92825.    0.1033  
       37.06      0.4077      0.4175      0.0088      0.0086       0.039       0.206       0.166      29.273       0.023       0.738       2.570        0.38      92928.    0.0768  
       38.49      0.4234      0.3381      0.0059      0.0074       0.034       0.178       0.112      25.245       0.020       0.496       2.003        0.38      93033.    0.0491  
       39.92      0.4391      0.2129      0.0030      0.0062       0.028       0.148       0.056      20.998       0.017       0.251       1.217        0.38      93142.    0.0212  
       41.34      0.4548      0.0017      0.0000      0.0049       0.022       0.116       0.000      16.526       0.013       0.001       0.009        0.38      93254.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      13000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0577      0.0194       0.113       0.545       1.274      83.894       0.062       5.665       6.886        0.41      98838.    0.5700  
        1.54      0.0157      0.0458      0.0570      0.0195       0.113       0.548       1.257      84.240       0.062       5.589       6.766        0.41      98872.    0.5563  
        3.09      0.0314      0.0900      0.0561      0.0196       0.113       0.550       1.238      84.527       0.062       5.506       6.643        0.41      98908.    0.5421  
        4.63      0.0471      0.1324      0.0552      0.0196       0.114       0.551       1.218      84.743       0.062       5.416       6.517        0.41      98947.    0.5275  
        6.18      0.0627      0.1731      0.0542      0.0196       0.114       0.552       1.196      84.872       0.062       5.318       6.390        0.41      98988.    0.5125  
        7.72      0.0784      0.2120      0.0531      0.0197       0.114       0.552       1.172      84.899       0.062       5.213       6.261        0.41      99032.    0.4971  
        9.27      0.0941      0.2491      0.0520      0.0196       0.114       0.551       1.146      84.809       0.062       5.099       6.131        0.41      99079.    0.4814  
       10.81      0.1098      0.2844      0.0507      0.0196       0.113       0.550       1.119      84.584       0.062       4.976       5.999        0.41      99129.    0.4654  
       12.36      0.1255      0.3178      0.0494      0.0195       0.113       0.547       1.089      84.207       0.062       4.844       5.866        0.41      99181.    0.4490  
       13.90      0.1412      0.3493      0.0479      0.0194       0.112       0.544       1.057      83.663       0.061       4.702       5.731        0.41      99237.    0.4322  
       15.45      0.1568      0.3789      0.0464      0.0192       0.111       0.539       1.023      82.931       0.061       4.551       5.596        0.41      99296.    0.4152  
       16.99      0.1725      0.4066      0.0447      0.0190       0.110       0.533       0.987      81.996       0.060       4.389       5.459        0.41      99358.    0.3977  
       18.54      0.1882      0.4323      0.0430      0.0187       0.108       0.526       0.948      80.838       0.059       4.217       5.320        0.41      99423.    0.3800  
       20.08      0.2039      0.4559      0.0411      0.0184       0.107       0.517       0.907      79.441       0.058       4.035       5.179        0.41      99491.    0.3618  
       21.63      0.2196      0.4774      0.0392      0.0180       0.104       0.506       0.864      77.790       0.057       3.842       5.036        0.41      99562.    0.3433  
       23.17      0.2353      0.4967      0.0371      0.0176       0.102       0.493       0.818      75.871       0.056       3.638       4.889        0.41      99636.    0.3243  
       24.71      0.2509      0.5134      0.0349      0.0171       0.099       0.479       0.770      73.677       0.054       3.424       4.739        0.41      99714.    0.3049  
       26.26      0.2666      0.5276      0.0326      0.0165       0.095       0.463       0.719      71.199       0.052       3.200       4.583        0.41      99795.    0.2851  
       27.80      0.2823      0.5387      0.0302      0.0158       0.092       0.445       0.667      68.436       0.050       2.966       4.420        0.41      99879.    0.2647  
       29.35      0.2980      0.5466      0.0278      0.0151       0.088       0.425       0.613      65.401       0.048       2.725       4.248        0.41      99967.    0.2439  
       30.89      0.3137      0.5507      0.0252      0.0144       0.083       0.404       0.557      62.104       0.046       2.476       4.066        0.41     100058.    0.2225  
       32.44      0.3294      0.5502      0.0226      0.0136       0.079       0.381       0.499      58.549       0.043       2.222       3.869        0.41     100152.    0.2006  
       33.98      0.3451      0.5443      0.0200      0.0127       0.073       0.356       0.441      54.738       0.040       1.961       3.654        0.42     100249.    0.1779  
       35.53      0.3607      0.5315      0.0173      0.0117       0.068       0.329       0.381      50.668       0.037       1.696       3.412        0.42     100350.    0.1545  
       37.07      0.3764      0.5096      0.0145      0.0107       0.062       0.301       0.320      46.337       0.034       1.425       3.136        0.42     100454.    0.1302  
       38.62      0.3921      0.4753      0.0117      0.0097       0.056       0.271       0.258      41.739       0.031       1.149       2.808        0.42     100561.    0.1047  
       40.16      0.4078      0.4231      0.0089      0.0085       0.049       0.240       0.195      36.870       0.027       0.869       2.403        0.42     100672.    0.0779  
       41.71      0.4235      0.3433      0.0060      0.0073       0.043       0.206       0.131      31.726       0.023       0.584       1.877        0.42     100787.    0.0499  
       43.25      0.4392      0.2168      0.0030      0.0061       0.035       0.171       0.066      26.300       0.019       0.295       1.143        0.42     100905.    0.0216  
       44.80      0.4548      0.0012      0.0000      0.0048       0.028       0.134       0.000      20.587       0.015       0.001       0.006        0.42     101026.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      14000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
